,listing_id,name,host_id,host_name,neighbourhood_group,room_type,price,number_of_reviews,last_review,reviews_per_month,availability_365,rating,number_of_stays,5_stars,listing_added,latitude,longitude
3023,34910222,SUPER COZY APARTMENT IN HEART OF SOHO!!!,43810674,Olimpia,"Manhattan, Greenwich Village",Entire home/apt,299$,3,6/14/2019,2.09,178,4.635925589,3.6,0.711580022,12/9/2018,40.72748,-74.0008
3024,12089013,NYC MIDTOWN WEST LUXURY 1BR APT! CITY VIEWS!,30283594,Kara,"Manhattan, Midtown",Entire home/apt,239$,1,2/28/2019,0.23,351,4.205344309,1.2,0.679335528,8/25/2018,40.76545,-73.98156
3025,21700582,Large Private Bedroom next to Central Park,8442344,Peter,"Manhattan, Harlem",Private room,125$,0,,,0,,,,5/9/2018,40.79962,-73.95359
3026,36934,Great location in Williamsburg,159370,Viviana,"Brooklyn, Williamsburg",Entire home/apt,125$,27,12/27/2018,0.25,189,4.189716626,32.4,0.691493309,6/23/2018,40.71363,-73.96398
3027,22292617,"Renovated apt, Harlem brownstone, private entrance",4520714,Masha,"Manhattan, Harlem",home,130$,77,6/22/2019,4.16,21,3.808168396,92.4,0.728469336,12/17/2018,40.81529,-73.94367
3028,30418220,Aziza's Cosy Apartment,59917137,Aziza,"Manhattan, Harlem",Private,65$,1,1/2/2019,0.16,0,3.992786432,1.2,0.738127769,6/29/2018,40.8206,-73.93779
3029,14280163,Large modern chic 1-BR apt near World Trade Center,60557711,Sameer,"Manhattan, Financial District",Entire home/apt,300$,3,12/30/2018,0.1,358,4.103025201,3.6,0.767928731,6/26/2018,40.70851,-74.00563
3030,35195090,"Charming, bright one-bedroom",17151691,Sara,"Brooklyn, Clinton Hill",Entire home/apt,110$,0,,,0,,,,8/8/2018,40.69143,-73.968
3031,8274440,Upper Manhattan Luxury Town Home - Mins to Midtown,43628713,Ed,"Manhattan, Harlem",Private room,180$,18,5/21/2019,0.39,362,4.902040938,21.6,0.926195215,11/15/2018,40.80801,-73.9486
3032,23966710,Private Room in Astoria 15 mins to Manhattan / LGA,169166409,Rafael,"Queens, Astoria",Private room,38$,40,6/29/2019,2.61,48,4.029267334,48,0.630836175,12/24/2018,40.76801,-73.92673
3033,15860051,Cozy private room with King sizebed,99937669,Kary,"Manhattan, East Village",Private room,70$,209,7/6/2019,6.45,203,3.621515292,250.8,0.661646461,12/31/2018,40.72524,-73.97777
3034,34966406,Awesome location,30613046,Debbie,"Brooklyn, Park Slope",Private room,69$,0,,,65,,,,5/8/2018,40.67957,-73.97928
3035,31930706,Beautiful apartment in Gravesend(Girls share room),51596474,Antony,"Brooklyn, Gravesend",   Shared room      ,20$,2,4/21/2019,0.56,0,4.585247505,2.4,0.612945592,10/16/2018,40.58737,-73.96882
3036,23222091,Lovely 1 bedroom in East Harlem,33438428,Eni,"Manhattan, East Harlem",Entire home/apt,80$,15,10/21/2018,0.93,46,4.192284646,18,0.680204447,4/17/2018,40.80086,-73.93979
3037,32102590,Cute Studio in Central of Midtown,211549023,Studioplus,"Manhattan, Midtown",Entire home/apt,220$,4,6/18/2019,1.09,283,3.143090833,4.8,0.611412432,12/13/2018,40.7467,-73.98706
3038,32561334,94TH STREET BIGGEST 1BR SUITE WITH DOORMAN-GYM,123745971,Especial,"Manhattan, Upper East Side",Private room,540$,0,,,351,,,,9/11/2018,40.78216,-73.94841
3039,33228127,ST MARKS /heart of EAST VILLAGE sleep up to 8,95892016,Leonora,"Manhattan, East Village",Entire home/apt,396$,15,6/19/2019,4.84,317,4.995052619,18,0.928692249,12/14/2018,40.72687,-73.98416
3040,26429962,Leli’s Modern Pad - Queen Bedroom,59982224,Leli,"Brooklyn, East New York",Private room,80$,8,6/16/2019,1.76,41,4.074753559,9.6,0.779421322,12/11/2018,40.67502,-73.87277
3041,20044214,Home Away from Home,19474504,Zam,"Brooklyn, Bedford-Stuyvesant",Entire home/apt,100$,3,9/8/2017,0.13,0,4.972875701,3.6,0.667177788,3/5/2017,40.68266,-73.94321
3042,32371865,LUXURY 2 BR WITH PRIVATE PATIO IN CHELSEA-WEST21ST,200380610,Pranjal,"Manhattan, Chelsea",Entire home/apt,425$,0,,,327,,,,9/17/2018,40.74119,-73.99536
3043,9670233,3 Bed - 3 Bath East Village Oasis w Private Patio,49970809,Enzo,"Manhattan, East Village",Entire home/apt,550$,141,7/1/2019,3.29,302,4.181186924,169.2,0.726190355,12/26/2018,40.72846,-73.98987
3044,8013358,Bedford-Stuyvesant 3 bedroom 2 bathroom duplex,8687068,Terrie,"Brooklyn, Bedford-Stuyvesant",Entire home/apt,240$,33,6/24/2019,2.96,83,4.575767424,39.6,0.801172741,12/19/2018,40.68318,-73.95002
3045,21331808,Surfers Paradise - 170 Frost,536745,Johnny,"Brooklyn, Williamsburg",Private room,90$,5,9/2/2018,0.24,310,3.981515123,6,0.703919399,2/27/2018,40.71684,-73.94366
3046,3619399,Best Cozy & Modern Room in Town,17619450,Sean,"Brooklyn, Flatbush",Private room,69$,4,10/20/2015,0.09,0,4.887258198,4.8,0.65280516,4/16/2015,40.63631,-73.95313
3047,19175819,Main floor room in five bedroom house,65407018,Harmony,"Brooklyn, Greenpoint",Private room,60$,36,6/24/2019,1.55,180,4.470218243,43.2,0.774814914,12/19/2018,40.72306,-73.93676
3048,16827163,quintessential modern Brooklyn loft** ONLY TONIGHT,44201583,Jeremy,"Brooklyn, DUMBO",Private room,200$,0,,,0,,,,10/6/2018,40.70287,-73.98518
3049,30429519,Bright room in a newly renovated Apt in Brooklyn,82683774,Ruben And Will,"Brooklyn, Crown Heights",Private room,45$,17,5/5/2019,2.52,14,4.865990572,20.4,0.843021394,10/30/2018,40.6761,-73.93502
3050,1365000,Brownstone - Garden level - 2 rooms,287122,Dominik,"Brooklyn, Clinton Hill",Entire home/apt,131$,140,6/25/2019,1.94,32,3.798035155,168,0.772146445,12/20/2018,40.69074,-73.96619
3051,498052,Modern private room in condominium,2426779,Regina,"Brooklyn, Williamsburg",Private room,120$,124,6/10/2019,1.46,292,4.595429468,148.8,0.851522857,12/5/2018,40.71483,-73.96216
3052,22089194,"Cozy 2BR in heart of SoHo near NYU, WSP, Subway",23909694,Anh,"Manhattan, Greenwich Village",Entire home/apt,150$,3,1/15/2018,0.16,0,4.364387873,3.6,0.699551299,7/12/2017,40.72855,-73.99767
3053,1232433,Manhattan Upper East Side 1bedroom,6721198,Susie,"Manhattan, Upper East Side",Entire home/apt,135$,190,6/21/2019,2.57,105,4.004008356,228,0.713675836,12/16/2018,40.78104,-73.94916
3054,22635959,Private room with visit to queens # 3,158540605,Sonia,"Queens, Glendale",Private room,45$,61,7/2/2019,3.52,274,3.101086287,73.2,0.788391097,12/27/2018,40.70116,-73.88935
3055,68974,Unique spacious loft on the Bowery,281229,Alicia,"Manhattan, Little Italy",Entire home/apt,575$,191,6/20/2019,1.88,298,3.734468935,229.2,0.701465648,12/15/2018,40.71943,-73.99627
3056,28885996,Spacious Private Room in the heart of Harlem,70922580,Brittany,"Manhattan, Harlem",Private room,,0,,,0,,,,8/17/2018,40.81759,-73.93724
3057,16368541,1st Floor room available in 3 br 2bath Apt,6202020,Nikolas,"Queens, Astoria",Private room,119$,0,,,0,,,,5/9/2018,40.76875,-73.92769
3058,27257149,~House of Rest~Treehouse Room in Bushwick Brooklyn,427019,Oh,"Brooklyn, Williamsburg",Private room,55$,18,5/21/2019,1.61,5,3.536886861,21.6,0.746410848,11/15/2018,40.70713,-73.92918
3059,14716077,"Spacious bedroom in Greenpoint, Brooklyn",34924990,Ashli,"Brooklyn, Greenpoint",Private room,55$,3,8/29/2016,0.09,0,4.786907514,3.6,0.602867404,2/24/2016,40.73374,-73.95617
3060,8589668,"Gorgeous, sun-filled LES 1 bedoom",32228,Brooke,"Manhattan, Chinatown",Entire home/apt,175$,16,5/3/2019,0.35,0,4.522382309,19.2,0.917395348,10/28/2018,40.7148,-73.99248
3061,31652563,Super large 2 bed 2 Bath with balcony and POOL,113805886,Yaacov,"Manhattan, Upper East Side",Entire home/apt,250$,1,3/13/2019,0.25,365,4.842947304,1.2,0.736217699,9/7/2018,40.77694,-73.94994
3062,16584033,Beautiful 2 bedroom apt in Brownstone Brooklyn,4965665,Vanessa,"Brooklyn, Clinton Hill",Entire home/apt,95$,0,,,156,,,,2/23/2018,40.68855,-73.96476
3063,27636227,Astoria Artist Abode,20267436,Joe,"Queens, Ditmars Steinway",Private room,125$,0,,,363,,,,2/16/2018,40.77516,-73.90558
3064,23520855,Sunny in Williamsburg: Amazing Location,23667219,Zoe,"Brooklyn, Williamsburg",Private room,65$,6,9/2/2018,0.42,0,3.755492294,7.2,0.684422949,2/27/2018,40.71044,-73.9583
3065,16518377,East Village 1BR Apt with all the amenities,3012457,Cody,"Manhattan, East Village",Entire home/apt,200$,3,7/10/2018,0.16,0,4.676670094,3.6,0.694442694,1/4/2018,40.7235,-73.97963
3066,6657134,"Spacious 2BR/2BA, Great Location!",1131394,Jeremy,"Manhattan, Upper East Side",Entire home/apt,240$,4,2/23/2019,0.09,0,3.538291043,4.8,0.699003159,8/20/2018,40.78071,-73.95309
3067,32554867,Luxury Studio Apartment near Central Park,53750726,Luis,"Manhattan, Hell's Kitchen",Entire home/apt,200$,5,7/6/2019,1.21,13,4.426410486,6,0.642461964,12/31/2018,40.76711,-73.98732
3068,20553283,Medical Student Room A : Brooklyn Hospitals,146776990,Rosemarie,"Brooklyn, East Flatbush",Private room,35$,3,5/26/2018,0.16,342,4.929796462,3.6,0.708777144,11/20/2017,40.65286,-73.93209
3069,26559476,Warm and Cozy Bedroom ~ 15 minutes to JFK,72746827,Jeffrey & Casandra,"Queens, Bayswater",Private room,82$,8,7/7/2019,8,172,3.309455148,9.6,0.6197226,1/1/2019,40.61036,-73.7687
3070,17764691,UWS Studio Apt (Between Columbus & Amsterdam Ave),120951063,Roxanne,"Manhattan, Upper West Side",Entire home/apt,97$,4,4/16/2017,0.14,0,4.372908459,4.8,0.68798041,10/11/2016,40.78549,-73.97664
3071,294242,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,"Brooklyn, Greenpoint",Entire home/apt,199$,75,6/5/2019,0.93,84,3.348526476,90,0.652650691,11/30/2018,40.7389,-73.95395
3072,14095224,Large Artsy Bedroom in hip & cool E. Village Apt!,4765305,Haffro,"Manhattan, East Village",Private room,100$,3,8/10/2018,0.14,157,4.214255746,3.6,0.692833836,2/4/2018,40.72166,-73.98327
3073,15664673,Big room in the heart of Chelsea.,86408170,Malin,"Manhattan, Chelsea",Private room,120$,1,10/27/2016,0.03,0,4.44084082,1.2,0.610994237,4/23/2016,40.74368,-73.99825
3074,33230303,Bedroom in NYC - Minutes to Central Park!!,140830391,Jay,"Manhattan, Inwood",Private room,100$,7,7/5/2019,2.33,324,4.643258594,8.4,0.71674731,12/30/2018,40.86182,-73.92667
3075,29943391,Cozy tiny bedroom w/large living-room & kitchen.,221940893,Sara,"Brooklyn, Kensington",Private room,34$,24,6/25/2019,3.16,204,3.5110076,28.8,0.74117319,12/20/2018,40.6359,-73.97105
3076,35646392,Luxury Junior Suite - Manhattan Club Near Park,16830841,Mara,"Manhattan, Midtown",Private room,358$,0,,,349,,,,9/9/2018,40.76391,-73.98028
3077,36041096,Luxury building Brand new Apartment in Chelsea!,271151866,Shelly,"Manhattan, Chelsea",Entire home/apt,250$,0,,,60,,,,4/29/2018,40.74438,-73.997
3078,16575852,Futon to crash on New Year in NY,42076125,Atif,"Queens, Hollis",   Shared room      ,120$,0,,,365,,,,6/9/2018,40.71764,-73.76402
3079,32450910,Large Private Room near Central Park with Key,243026919,Kiara,"Manhattan, East Harlem",Private room,79$,16,7/1/2019,7.38,93,4.689441298,19.2,0.810591496,12/26/2018,40.80584,-73.94066
3080,4677469,Cozy 1-BDR apartment on Manhattan,24191104,Timur,"Manhattan, Morningside Heights",Entire home/apt,125$,0,,,0,,,,8/14/2018,40.81099,-73.95759
3081,31087703,Times Square 3bedroom,382836,Chemme,"Manhattan, Hell's Kitchen",Entire home/apt,300$,5,6/20/2019,1.06,173,3.043964935,6,0.720190713,12/15/2018,40.76186,-73.99608
3082,29981718,Beautiful Elite Penthouse,213781715,Anting,"Manhattan, NoHo",Entire home/apt,179$,1,5/17/2019,0.57,348,4.931471156,1.2,0.782283205,11/11/2018,40.72831,-73.99327
3083,33243396,"Big, Quiet Apartment with Two Cats, Central Park",409766,Rachel,"Manhattan, Upper West Side",Entire home/apt,144$,2,7/5/2019,2,0,4.42789094,2.4,0.684748214,12/30/2018,40.79702,-73.96256
3084,33711895,Cozy studio in the heart of cobble hill,41848631,Donal,"Brooklyn, Boerum Hill",Entire home/apt,160$,1,6/25/2019,1,5,4.155433523,1.2,0.693458719,12/20/2018,40.68727,-73.98956
3085,30295700,Cozy Room 20 min from Manhattan in brand new unit,23959538,Julian,"Queens, Ridgewood",Private room,36$,0,,,0,,,,3/9/2018,40.70268,-73.90824
3086,3916312,Cozy Artist Space,20286123,Kenneth,"Manhattan, Harlem",Entire home/apt,145$,23,6/2/2019,0.39,219,4.705730785,27.6,0.824688186,11/27/2018,40.82079,-73.95115
3087,34443679,The Logan’s Oasis - 8 min. to JFK & 20 min. to LGA,260009677,Heather,"Queens, Jamaica",Entire home/apt,90$,14,7/6/2019,7.92,354,3.642780461,16.8,0.679319192,12/31/2018,40.69242,-73.79673
3088,11456821,"Luxury Midtown West Studio w/pool, wifi",9419684,Mike,"Manhattan, Hell's Kitchen",Entire home/apt,230$,0,,,176,,,,4/21/2018,40.75994,-73.99781
3089,31193843,Spacious 2 Bedrooms,231352789,Farah,"Staten Island, Tompkinsville",Private room,69$,25,7/7/2019,3.95,280,4.367680477,30,0.647634055,1/1/2019,40.63489,-74.07967
3090,21723212,CROWN HEIGHTS GUEST HOUSE 2R2L3R3L+B,74541079,Abraham,"Brooklyn, Crown Heights",Entire home/apt,459$,1,6/24/2019,1,87,3.536296255,1.2,0.743965848,12/19/2018,40.66911,-73.93666
3091,13767238,"2 bedroom w/ private back yard, laundry in unit!",24908787,William,"Manhattan, SoHo",Entire home/apt,200$,1,7/6/2016,0.03,0,4.527631152,1.2,0.752743493,1/1/2016,40.72541,-74.001
3092,2459916,"$455 Cozy 1bd, BKLYN Sublet March",12577771,Victor,"Brooklyn, Bedford-Stuyvesant",Private room,18$,0,,,0,,,,10/13/2018,40.68948,-73.93528
3093,21816522,Cozy Private Room in Upper Manhattan,39739038,Stephanie,"Manhattan, East Harlem",Private room,120$,3,9/19/2018,0.22,179,4.151736685,3.6,0.715908194,3/16/2018,40.79741,-73.93493
3094,2285355,SUPER BOWL RENTAL NYC LOW PRICE,11674823,Bruce,"Manhattan, Upper West Side",Entire home/apt,750$,0,,,0,,,,6/19/2018,40.77859,-73.97964
3095,24408535,Penthouse duplex on Bowery with huge terrace.,408485,Justin,"Manhattan, East Village",Entire home/apt,545$,1,6/23/2019,1,177,3.885192264,1.2,0.602363072,12/18/2018,40.72709,-73.99074
3096,28025050,Comfortable New York City Apartment,826553,Mira,"Manhattan, Washington Heights",Entire home/apt,80$,6,6/19/2019,0.59,56,4.526800167,7.2,0.638892933,12/14/2018,40.85461,-73.92668
3097,13225764,Large Clean and Modern Room  Near Subway Lines,74227432,Tony,"Manhattan, Harlem",Private room,79$,56,6/9/2019,1.49,74,4.029074056,67.2,0.607035692,12/4/2018,40.82579,-73.9528
3098,33800016,COZY ROOM IN PRIME MID EAST CLOSE TO EVERYTHING!!!,28580275,Sommy,"Manhattan, Midtown",Private room,100$,4,5/22/2019,1.82,314,4.4651086,4.8,0.609822074,11/16/2018,40.75661,-73.96396
3099,21380140,Cozy room available in Queens Village.,154848269,Luequita,"Queens, Queens Village",Private room,35$,8,6/27/2019,0.61,38,3.632405793,9.6,0.723720365,12/22/2018,40.7167,-73.73473
3100,33331584,Our place in Williamsburg,98056984,Adi,"Brooklyn, Williamsburg",Entire home/apt,150$,2,6/14/2019,0.67,0,3.677652403,2.4,0.620151187,12/9/2018,40.70804,-73.94868
3101,25951810,Deluxe East Village Flat: 2 Bed - 2 Bath,16962957,Nick,"Manhattan, East Village",Entire home/apt,169$,5,12/22/2018,0.39,59,3.038180382,6,0.692279975,6/18/2018,40.72891,-73.97977
3102,7149710,Full bed/air-conditioned/secluded,37442404,Eric,"Manhattan, Washington Heights",Private room,38$,0,,,0,,,,7/6/2018,40.83255,-73.94411
3103,22401901,Cozy Upper East Side Studio close to EVERYTHING,10674042,Eric,"Manhattan, Upper East Side",Entire home/apt,89$,1,2/8/2018,0.06,0,3.773766893,1.2,0.765603269,8/5/2017,40.77641,-73.94616
3104,5538720,A room in the dreamland waiting for,28722667,Qudsia,"Brooklyn, Flatlands",Private room,59$,75,5/12/2019,1.46,322,3.196474304,90,0.778135492,11/6/2018,40.62506,-73.93046
3105,6326345,Comfortable private room Brooklyn,23589288,Fabian,"Brooklyn, Bedford-Stuyvesant",Private room,60$,9,1/16/2017,0.18,0,4.832183053,10.8,0.845981605,7/13/2016,40.68851,-73.9574
3106,28361060,Soho Nolita Private capsule Loft NYC Female only,10164435,Stella,"Manhattan, Nolita",Private room,68$,28,6/24/2019,2.84,21,3.42000436,33.6,0.719651452,12/19/2018,40.72124,-73.99425
3107,33080606,Ladies Only Shared Room,223574944,Carly,"Manhattan, Kips Bay",Shared room,35$,2,5/25/2019,0.57,353,4.401762236,2.4,0.63892597,11/19/2018,40.74392,-73.98072
3108,823880,"Clean Private Bedroom on Lower East Side,Manhattan",69685,Anja,"Manhattan, Lower East Side",Private room,69$,322,7/4/2019,4.46,84,3.030926506,386.4,0.691873186,12/29/2018,40.72125,-73.99272
3109,21921178,Bright & Colorful Studio 1 Block From Central Park,48419413,Tina,"Manhattan, East Harlem",Entire home/apt,89$,52,1/2/2019,2.75,3,4.353411615,62.4,0.753967791,6/29/2018,40.79943,-73.94386
3110,29900575,Cozy private room close to Times Square 33C1,190921808,John,"Manhattan, Hell's Kitchen",Private room,75$,4,6/1/2019,0.59,365,3.864538419,4.8,0.70872756,11/26/2018,40.75511,-73.99532
3111,29183047,Amber Bedroom,119669058,Melissa,"Brooklyn, Bedford-Stuyvesant",Private room,49$,15,6/24/2019,1.7,306,4.285568295,18,0.780682289,12/19/2018,40.6929,-73.95513
3112,1759526,Lovely Room in Awesome Apartment - Fun/Convenient,104250,Yair,"Manhattan, Chelsea",Private room,90$,6,6/3/2019,0.1,11,3.839836397,7.2,0.764825553,11/28/2018,40.74563,-73.99325
3113,8324941,Charming studio apartment,43885876,Nicholas,"Bronx, Pelham Bay",   Shared room      ,150$,0,,,364,,,,8/28/2018,40.85362,-73.82949
3114,2694916,BREATHTAKING VIEWS!  POOL/GYM ** Central Park,13773574,Cecile,"Manhattan, Hell's Kitchen",Entire home/apt,225$,0,,,343,,,,7/27/2018,40.76711,-73.98371
3115,35671794,My comfy room,263994272,Morales,"Brooklyn, Bedford-Stuyvesant",Private room,100$,0,,,178,,,,3/11/2018,40.6871,-73.94651
3116,27385966,LUXURY 2 BR ON WEST 48TH ST-POOL/GYM/CLUB HOUSE,200380610,Pranjal,"Manhattan, Theater District",Entire home/apt,470$,0,,,250,,,,9/9/2018,40.75975,-73.98698
3117,13023771,Prospect gardens,71853402,Lorraine,"Brooklyn, Prospect-Lefferts Gardens",Private room,100$,14,4/30/2019,0.37,304,4.865611881,16.8,0.903520763,10/25/2018,40.65719,-73.95245
3118,16334327,"Bright, airy, calm Brooklyn space",1636770,Clare,"Brooklyn, Bedford-Stuyvesant",Private room,68$,4,1/24/2017,0.13,0,4.561675896,4.8,0.785098728,7/21/2016,40.68314,-73.9566
3119,14959161,Upper East Side 1 Bedroom Near MSK,30283594,Kara,"Manhattan, Upper East Side",Entire home/apt,249$,0,,,364,,,,2/4/2018,40.7608,-73.96032
3120,29037359,Astoria Hideaway,10732658,Rachel,"Queens, Ditmars Steinway",Private room,500$,0,,,89,,,,8/3/2018,40.76976,-73.90314
3121,796370,Monthly discount - 2 bedroom  - upper east side,61491,D,"Manhattan, Upper East Side",Entire home/apt,150$,1,9/30/2017,0.05,207,4.818421008,1.2,0.624770036,3/27/2017,40.77043,-73.9515
3122,16529413,Private Bedroom in Beautiful Central Williamsburg!,14624072,Louis,"Brooklyn, Williamsburg",Private room,48$,1,1/15/2017,0.03,0,4.67381592,1.2,0.766494738,7/12/2016,40.71753,-73.94946
3123,3903284,Most amazing spot in Williamsburg,9990930,Alexander,"Brooklyn, Williamsburg",Private room,95$,0,,,0,,,,4/20/2018,40.71751,-73.95895
3124,23576132,Decent Private bedroom in 3 bd apartment.,26953965,Jen Supang,"Brooklyn, Williamsburg",Private room,39$,4,12/19/2018,0.45,0,3.613155931,4.8,0.657420769,6/15/2018,40.71072,-73.94382
3125,20969370,Gorgeous One Bedroom in Clinton Hill,49664910,Lilja,"Brooklyn, Clinton Hill",Entire home/apt,134$,17,5/15/2019,0.8,0,3.312129819,20.4,0.669616072,11/9/2018,40.69027,-73.96796
3126,35196648,"Gigantic room 1 block to train with AC, fast WIFI",264824216,Peter,"Manhattan, Harlem",Private room,59$,1,6/14/2019,1,61,3.568307012,1.2,0.651601941,12/9/2018,40.822,-73.95582
3127,11985793,Huge apartment in beautiful Brooklyn Brownstone,9217610,Virginie,"Brooklyn, Greenpoint",Entire home/apt,225$,0,,,0,,,,6/14/2018,40.7279,-73.94494
3128,22886125,"Heart of Williamsburg, Sunny & Quiet Room",15377827,Karim,"Brooklyn, Williamsburg",Private room,45$,5,1/7/2019,0.29,0,3.519605916,6,0.621589093,7/4/2018,40.71899,-73.95858
3129,721719,Heart of Harlem 1 BR Garden apt,3726131,John,"Manhattan, Harlem",Entire home/apt,150$,17,6/25/2018,0.26,36,4.925701062,20.4,0.891098985,12/20/2017,40.80745,-73.94353
3130,27529564,Queen size bedroom,207651513,Nour,"Manhattan, Harlem",Private room,60$,49,5/27/2019,4.85,0,4.309804332,58.8,0.76711479,11/21/2018,40.80907,-73.94444
3131,161366,Sunny 15min to Manhattan LADY only,733894,Lucy,"Queens, Sunnyside",Private room,42$,41,6/1/2019,0.43,246,3.615572731,49.2,0.716095928,11/26/2018,40.74102,-73.91681
3132,24992835,"**FULL FLOOR - 3 BEDRMS, Times Sq/Restaurant Row**",157402346,Victor,"Manhattan, Hell's Kitchen",Entire home/apt,350$,60,6/17/2019,4.28,224,4.494125666,72,0.680197045,12/12/2018,40.76201,-73.99099
3133,35037976,Midtown Steal by Rockefeller Center,263901573,Maria,"Manhattan, Midtown",Private room,125$,8,7/3/2019,8,123,4.588424948,9.6,0.711940984,12/28/2018,40.75455,-73.9695
3134,35680818,Best Block in Soho Peaceful Private Room,263322673,Sofia,"Manhattan, SoHo",Private room,75$,0,,,133,,,,4/24/2018,40.72546,-74.0008
3135,14037459,The BEST View in New York!,265832,Kathryn & Tobias,"Manhattan, Harlem",Private room,165$,9,11/5/2016,0.25,88,3.011089983,10.8,0.708803235,5/2/2016,40.81103,-73.9398
3136,26894548,Cozy private room near Times Square 53E1,190921808,John,"Manhattan, Hell's Kitchen",Private room,45$,2,5/21/2019,0.32,347,4.527381346,2.4,0.675477105,11/15/2018,40.75518,-73.99706
3137,19966023,Spacious 2 Bedroom at the heart of East Village,8977208,Rachel,"Manhattan, East Village",Entire home/apt,130$,0,,,186,,,,3/2/2018,40.72897,-73.9811
3138,28736839,"Gorgeous Harlem loft w/15 ft ceilings, sleeps 10",3251620,S,"Manhattan, Harlem",Entire home/apt,300$,1,10/10/2018,0.11,0,3.379503698,1.2,0.608334464,4/6/2018,40.81148,-73.9514
3139,2010971,Gorgeous 1BR brownstone,4803115,Daniel,"Manhattan, Harlem",Entire home/apt,150$,5,8/19/2015,0.08,0,4.540637398,6,0.650185314,2/13/2015,40.8083,-73.9439
3140,25781295,Big private room in Sunnyside NYC 7 min Subway,58234433,Martin,"Queens, Sunnyside",Private room,89$,12,6/16/2019,0.93,282,3.783323766,14.4,0.721273981,12/11/2018,40.73575,-73.9206
3141,3799598,★Unique two bedroom on 2nd Avenue★,7558452,Zev,"Manhattan, East Village",Entire home/apt,260$,299,6/23/2019,5.04,232,3.211928917,358.8,0.600534558,12/18/2018,40.72328,-73.98926
3142,25371790,Huge Artist Loft Space - Red Hook,89106916,Gabriel,"Brooklyn, Red Hook",Entire home/apt,170$,8,3/28/2019,0.62,288,3.670277859,9.6,0.634827547,9/22/2018,40.67737,-74.00733
3143,9394188,Room for 1 Female or Couple,38805180,Maria,"Bronx, Mott Haven",Private room,65$,2,1/2/2019,0.05,356,4.691988122,2.4,0.626827427,6/29/2018,40.8113,-73.92465
3144,27257936,AWESOME SUNNY 2 BEDS A NEAR 3 METROS WILLIAMSBURG,189646908,Jolene And Ryan,"Brooklyn, Williamsburg",Private room,86$,17,6/2/2019,1.53,342,4.449800742,20.4,0.660912399,11/27/2018,40.7089,-73.94447
3145,26329644,Spacious Private Bedroom in Financial District,25107874,Emil,"Manhattan, Financial District",Private room,85$,4,6/21/2019,0.33,72,3.119073784,4.8,0.752846477,12/16/2018,40.70989,-74.00813
3146,7807454,Ideal Downtown Brooklyn 1 Bedroom,16853124,James,"Brooklyn, Boerum Hill",Entire home/apt,75$,2,9/30/2015,0.04,0,3.404713507,2.4,0.659497757,3/27/2015,40.68671,-73.98541
3147,10978135,Midtown Manhattan East Large Studio Apatment,56754697,Liz,"Manhattan, Midtown",Entire home/apt,160$,50,6/2/2019,1.23,4,4.329101705,60,0.629002357,11/27/2018,40.75862,-73.96841
3148,6717544,Relaxing Home for your NY Trip,35174506,Michelle,"Brooklyn, Bensonhurst",Private room,50$,9,6/23/2019,1.41,81,3.524549989,10.8,0.63939956,12/18/2018,40.61625,-73.9916
3149,287481,Bright Loft Apt w Skylight in Wburg,1495502,Olly,"Brooklyn, Williamsburg",Entire home/apt,120$,66,5/1/2019,0.72,17,3.623684211,79.2,0.651634005,10/26/2018,40.70839,-73.94289
3150,2019927,Beautiful Furnished 1 Bedroom apt; Wash Hts,10384087,Todd,"Manhattan, Inwood",Entire home/apt,115$,78,6/21/2019,1.81,93,3.153444173,93.6,0.739618071,12/16/2018,40.86317,-73.92873
3151,30592546,Spacious Bronx apartment near Bronx Zoo,229480146,Marcelina,"Bronx, Tremont",Entire home/apt,40$,17,6/28/2019,2.7,107,3.954278863,20.4,0.618328286,12/23/2018,40.84289,-73.88773
3152,2230762,"Harlem/Morningside, charm and quiet",11386273,Karen,"Manhattan, Harlem",Private room,95$,4,7/29/2018,0.11,270,4.254089861,4.8,0.744350529,1/23/2018,40.80922,-73.95306
3153,9998898,Sunny Modern Beauty with Deck,9108035,Ashley,"Brooklyn, Bedford-Stuyvesant",Entire home/apt,93$,5,7/28/2017,0.12,0,3.531491924,6,0.72053601,1/22/2017,40.68636,-73.93104
3154,14138800,Cozy Brooklyn Home with an Artistic Twist,85337174,Shilpa,"Brooklyn, Bushwick",Private room,90$,26,10/17/2018,0.73,84,3.782826269,31.2,0.666534835,4/13/2018,40.68128,-73.90546
3155,19116128,Cozy apartment in Greenpoint,6111018,Katri,"Brooklyn, Greenpoint",Private room,105$,8,7/1/2019,0.33,12,4.724723603,9.6,0.609351581,12/26/2018,40.73079,-73.95353
3156,28833297,"HUGE SPACE, HEART OF BROOKLYN, 1 BLOCK FROM SUBWAY",131976173,Mira,"Brooklyn, Bedford-Stuyvesant",Private room,200$,73,7/2/2019,7.99,65,4.857221018,87.6,0.804863929,12/27/2018,40.69012,-73.95433
3157,9175286,"Quiet studio in the UES, Manhattan",47741973,Agnieszka,"Manhattan, Upper East Side",Entire home/apt,,1,11/10/2015,0.02,0,4.119584451,1.2,0.60870893,5/7/2015,40.76935,-73.95381
